,Target,Source
3,Why was the Ottoman Empire important?,"Query: Why was it important? |||| Context: How did the Ottoman Empire govern? ||| State organisation of the Ottoman Empire. The Ottoman Empire developed over the centuries a complex organization of government with the Sultan as the supreme ruler of a centralized government that had an effective control of its provinces, officials and inhabitants. ||| What was the role of slavery in the labor system of the Ottoman Empire? |||  ||| Can I have some information on the labor systems of the Ottoman Empire? |||  |||| Reformulation: "
4,What was the culture like in the Ottoman Empire?,"Query: What was the culture like? |||| Context: Why was the Ottoman Empire important? ||| The Ottoman (Turkish) Empire was an Empire on the decline at the time of the First World War. They were the least powerful member of the Attante' (Germany, Austria-Hungary, Ottoman Empire) ||| How did the Ottoman Empire govern? ||| State organisation of the Ottoman Empire. The Ottoman Empire developed over the centuries a complex organization of government with the Sultan as the supreme ruler of a centralized government that had an effective control of its provinces, officials and inhabitants. ||| What was the role of slavery in the labor system of the Ottoman Empire? |||  ||| Can I have some information on the labor systems of the Ottoman Empire? |||  |||| Reformulation: "
5,What was the role of storytellers in the culture of the Ottoman Empire?,"Query: What was the role of storytellers? |||| Context: What was the culture like in the Ottoman Empire? |||  ||| Why was the Ottoman Empire important? ||| The Ottoman (Turkish) Empire was an Empire on the decline at the time of the First World War. They were the least powerful member of the Attante' (Germany, Austria-Hungary, Ottoman Empire) ||| How did the Ottoman Empire govern? ||| State organisation of the Ottoman Empire. The Ottoman Empire developed over the centuries a complex organization of government with the Sultan as the supreme ruler of a centralized government that had an effective control of its provinces, officials and inhabitants. ||| What was the role of slavery in the labor system of the Ottoman Empire? |||  ||| Can I have some information on the labor systems of the Ottoman Empire? |||  |||| Reformulation: "
6,What were popular stories told by meddahs in the Ottoman Empire?,"Query: What were popular stories? |||| Context: What was the role of storytellers in the culture of the Ottoman Empire? |||  ||| What was the culture like in the Ottoman Empire? |||  ||| Why was the Ottoman Empire important? ||| The Ottoman (Turkish) Empire was an Empire on the decline at the time of the First World War. They were the least powerful member of the Attante' (Germany, Austria-Hungary, Ottoman Empire) ||| How did the Ottoman Empire govern? ||| State organisation of the Ottoman Empire. The Ottoman Empire developed over the centuries a complex organization of government with the Sultan as the supreme ruler of a centralized government that had an effective control of its provinces, officials and inhabitants. ||| What was the role of slavery in the labor system of the Ottoman Empire? |||  ||| Can I have some information on the labor systems of the Ottoman Empire? |||  |||| Reformulation: "
7,What was the importance of the confessional millet system to the Ottoman Empire?,"Query: What was the importance of the millet? |||| Context: What were popular stories told by meddahs in the Ottoman Empire? |||  ||| What was the role of storytellers in the culture of the Ottoman Empire? |||  ||| What was the culture like in the Ottoman Empire? |||  ||| Why was the Ottoman Empire important? ||| The Ottoman (Turkish) Empire was an Empire on the decline at the time of the First World War. They were the least powerful member of the Attante' (Germany, Austria-Hungary, Ottoman Empire) ||| How did the Ottoman Empire govern? ||| State organisation of the Ottoman Empire. The Ottoman Empire developed over the centuries a complex organization of government with the Sultan as the supreme ruler of a centralized government that had an effective control of its provinces, officials and inhabitants. ||| What was the role of slavery in the labor system of the Ottoman Empire? |||  ||| Can I have some information on the labor systems of the Ottoman Empire? |||  |||| Reformulation: "
8,Why did the British continue the confessional millet system from the Ottoman Empire?,"Query: Why did the British continue it? |||| Context: What was the importance of the confessional millet system to the Ottoman Empire? |||  ||| What were popular stories told by meddahs in the Ottoman Empire? |||  ||| What was the role of storytellers in the culture of the Ottoman Empire? |||  ||| What was the culture like in the Ottoman Empire? |||  ||| Why was the Ottoman Empire important? ||| The Ottoman (Turkish) Empire was an Empire on the decline at the time of the First World War. They were the least powerful member of the Attante' (Germany, Austria-Hungary, Ottoman Empire) ||| How did the Ottoman Empire govern? ||| State organisation of the Ottoman Empire. The Ottoman Empire developed over the centuries a complex organization of government with the Sultan as the supreme ruler of a centralized government that had an effective control of its provinces, officials and inhabitants. ||| What was the role of slavery in the labor system of the Ottoman Empire? |||  ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: "
9,What is the historical importance of the confessional millet system in the development of national identities?,"Query: What is its historical importance in developing national identities? |||| Context: Why did the British continue the confessional millet system from the Ottoman Empire? |||  ||| What was the importance of the confessional millet system to the Ottoman Empire? |||  ||| What were popular stories told by meddahs in the Ottoman Empire? |||  ||| What was the role of storytellers in the culture of the Ottoman Empire? |||  ||| What was the culture like in the Ottoman Empire? |||  ||| Why was the Ottoman Empire important? ||| The Ottoman (Turkish) Empire was an Empire on the decline at the time of the First World War. They were the least powerful member of the Attante' (Germany, Austria-Hungary, Ottoman Empire) ||| How did the Ottoman Empire govern? ||| State organisation of the Ottoman Empire. The Ottoman Empire developed over the centuries a complex organization of government with the Sultan as the supreme ruler of a centralized government that had an effective control of its provinces, officials and inhabitants. ||| What was the role of slavery in the labor system of the Ot |||| Reformulation: "
0,What is the relationship between predator and prey?,Query: What is the relationship between predator and prey? |||| Context:  |||| Reformulation: 
1,What do predator plants eat?,Query: What do predator plants eat? |||| Context: What is the relationship between predator and prey? ||| Key difference: Predator hunts Prey. |||| Reformulation: 
2,What do Venus flytraps eat?,Query: What about Venus flytraps in particular? |||| Context: What do predator plants eat? ||| Q: What do carnivorous plants eat? ||| What is the relationship between predator and prey? ||| Key difference: Predator hunts Prey. |||| Reformulation: 
3,Where is the Venus flytrap native to?,"Query: Where is it native to? |||| Context: What do Venus flytraps eat? ||| What to Avoid. Avoid giving Venus flytraps human food, such as hamburger or cheese. ||| What do predator plants eat? ||| Q: What do carnivorous plants eat? ||| What is the relationship between predator and prey? ||| Key difference: Predator hunts Prey. |||| Reformulation: "
4,How do Venus flytraps attract and catch their prey?,"Query: How do they attract and catch their prey? |||| Context: Where is the Venus flytrap native to? ||| The Venus flytrap (also referred to as Venus's flytrap or Venus' flytrap), Dionaea muscipula, is a carnivorous plant native to subtropical wetlands on the East Coast of the United States in North Carolina and South Carolina.he speed with which traps close can be used as an indicator of a plant's general health. Venus flytraps are not as humidity-dependent as are some other carnivorous plants, such as Nepenthes, Cephalotus, most Heliamphora, and some Drosera. ||| What do Venus flytraps eat? ||| What to Avoid. Avoid giving Venus flytraps human food, such as hamburger or cheese. ||| What do predator plants eat? ||| Q: What do carnivorous plants eat? ||| What is the relationship between predator and prey? ||| Key difference: Predator hunts Prey. |||| Reformulation: "
5,What other carnivorous plants are native to North and South Carolina?,"Query: What are other similar plants from its native area? |||| Context: How do Venus flytraps attract and catch their prey? ||| Mechanism of Trapping. The Venus flytrap is one of a very small group of plants capable of rapid movement. ||| Where is the Venus flytrap native to? ||| The Venus flytrap (also referred to as Venus's flytrap or Venus' flytrap), Dionaea muscipula, is a carnivorous plant native to subtropical wetlands on the East Coast of the United States in North Carolina and South Carolina.he speed with which traps close can be used as an indicator of a plant's general health. Venus flytraps are not as humidity-dependent as are some other carnivorous plants, such as Nepenthes, Cephalotus, most Heliamphora, and some Drosera. ||| What do Venus flytraps eat? ||| What to Avoid. Avoid giving Venus flytraps human food, such as hamburger or cheese. ||| What do predator plants eat? ||| Q: What do carnivorous plants eat? ||| What is the relationship between predator and prey? ||| Key difference: Predator hunts Prey. |||| Reformulation: "
6,How do populations of predators and prey relate?,"Query: How do populations of predators and prey relate? |||| Context: What other carnivorous plants are native to North and South Carolina? ||| The Venus flytrap (also referred to as Venus's flytrap or Venus' flytrap), Dionaea muscipula, is a carnivorous plant native to subtropical wetlands on the East Coast of the United States in North Carolina and South Carolina.escription. The Venus flytrap is a small plant whose structure can be described as a rosette of four to seven leaves, which arise from a short subterranean stem that is actually a bulb-like object. ||| How do Venus flytraps attract and catch their prey? ||| Mechanism of Trapping. The Venus flytrap is one of a very small group of plants capable of rapid movement. ||| Where is the Venus flytrap native to? ||| The Venus flytrap (also referred to as Venus's flytrap or Venus' flytrap), Dionaea muscipula, is a carnivorous plant native to subtropical wetlands on the East Coast of the United States in North Carolina and South Carolina.he speed with which traps close can be used as an indicator of a pl |||| Reformulation: "
7,Why would the roles of predator and prey reverse?,"Query: Why would the roles reverse? |||| Context: How do populations of predators and prey relate? |||  ||| What other carnivorous plants are native to North and South Carolina? ||| The Venus flytrap (also referred to as Venus's flytrap or Venus' flytrap), Dionaea muscipula, is a carnivorous plant native to subtropical wetlands on the East Coast of the United States in North Carolina and South Carolina.escription. The Venus flytrap is a small plant whose structure can be described as a rosette of four to seven leaves, which arise from a short subterranean stem that is actually a bulb-like object. ||| How do Venus flytraps attract and catch their prey? ||| Mechanism of Trapping. The Venus flytrap is one of a very small group of plants capable of rapid movement. ||| Where is the Venus flytrap native to? ||| The Venus flytrap (also referred to as Venus's flytrap or Venus' flytrap), Dionaea muscipula, is a carnivorous plant native to subtropical wetlands on the East Coast of the United States in North Carolina and South Carolina.he speed  |||| Reformulation: "
8,How do predators and prey influence biodiversity?,"Query: How does the relationship influence biodiversity? |||| Context: Why would the roles of predator and prey reverse? |||  ||| How do populations of predators and prey relate? |||  ||| What other carnivorous plants are native to North and South Carolina? ||| The Venus flytrap (also referred to as Venus's flytrap or Venus' flytrap), Dionaea muscipula, is a carnivorous plant native to subtropical wetlands on the East Coast of the United States in North Carolina and South Carolina.escription. The Venus flytrap is a small plant whose structure can be described as a rosette of four to seven leaves, which arise from a short subterranean stem that is actually a bulb-like object. ||| How do Venus flytraps attract and catch their prey? ||| Mechanism of Trapping. The Venus flytrap is one of a very small group of plants capable of rapid movement. ||| Where is the Venus flytrap native to? ||| The Venus flytrap (also referred to as Venus's flytrap or Venus' flytrap), Dionaea muscipula, is a carnivorous plant native to subtropical wetlands on the East Coast of the U |||| Reformulation: "
9,What are examples of apex predators?,"Query: What are examples of these predators? |||| Context: How do predators and prey influence biodiversity? |||  ||| Why would the roles of predator and prey reverse? |||  ||| How do populations of predators and prey relate? |||  ||| What other carnivorous plants are native to North and South Carolina? ||| The Venus flytrap (also referred to as Venus's flytrap or Venus' flytrap), Dionaea muscipula, is a carnivorous plant native to subtropical wetlands on the East Coast of the United States in North Carolina and South Carolina.escription. The Venus flytrap is a small plant whose structure can be described as a rosette of four to seven leaves, which arise from a short subterranean stem that is actually a bulb-like object. ||| How do Venus flytraps attract and catch their prey? ||| Mechanism of Trapping. The Venus flytrap is one of a very small group of plants capable of rapid movement. ||| Where is the Venus flytrap native to? ||| The Venus flytrap (also referred to as Venus's flytrap or Venus' flytrap), Dionaea muscipula, is a carnivorous plan |||| Reformulation: "
10,Why would humans be considered apex predators?,"Query: Why would humans be considered one? |||| Context: What are examples of apex predators? ||| Predator, Prey, Predation â A predator is an animal or organism that survives by eating. ||| How do predators and prey influence biodiversity? |||  ||| Why would the roles of predator and prey reverse? |||  ||| How do populations of predators and prey relate? |||  ||| What other carnivorous plants are native to North and South Carolina? ||| The Venus flytrap (also referred to as Venus's flytrap or Venus' flytrap), Dionaea muscipula, is a carnivorous plant native to subtropical wetlands on the East Coast of the United States in North Carolina and South Carolina.escription. The Venus flytrap is a small plant whose structure can be described as a rosette of four to seven leaves, which arise from a short subterranean stem that is actually a bulb-like object. ||| How do Venus flytraps attract and catch their prey? ||| Mechanism of Trapping. The Venus flytrap is one of a very small group of plants capable of rapid movement. ||| Where is the Venus fl |||| Reformulation: "
0,Which is the biggest commercial plane?,Query: Which is the biggest commercial plane? |||| Context:  |||| Reformulation: 
1,What are the operational costs of the Airbus A380?,Query: What are its operational costs? |||| Context: Which is the biggest commercial plane? ||| The airliner that holds the current record of highest passenger capacity is the Airbus A380. The Airbus A380 is a four-engine aircraft and is the largest commercial plane in the world. |||| Reformulation: 
2,How does the Airbus A380 fuel consumption compare to its competitors?,"Query: How does its fuel consumption compare to its competitors? |||| Context: What are the operational costs of the Airbus A380? ||| The Airbus A380, the largest passenger jet, costs between $26,000 and $29,000 per hour, using roughly $17,467 of fuel, approximately $40.19 to $44.82 per mile. The engines on these aircraft account for 5% of the operating expenses.ith limited data on the dual engine widebodies, it appears that the Boeing 767 costs around $9,138.19 per hour to operate, the 777 costs around $8,383.15 per hour, and the Airbus A330 costs around $5937.91 per hour. ||| Which is the biggest commercial plane? ||| The airliner that holds the current record of highest passenger capacity is the Airbus A380. The Airbus A380 is a four-engine aircraft and is the largest commercial plane in the world. |||| Reformulation: "
3,How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other?,"Query: How do the freighter versions compare to each other? |||| Context: How does the Airbus A380 fuel consumption compare to its competitors? |||  ||| What are the operational costs of the Airbus A380? ||| The Airbus A380, the largest passenger jet, costs between $26,000 and $29,000 per hour, using roughly $17,467 of fuel, approximately $40.19 to $44.82 per mile. The engines on these aircraft account for 5% of the operating expenses.ith limited data on the dual engine widebodies, it appears that the Boeing 767 costs around $9,138.19 per hour to operate, the 777 costs around $8,383.15 per hour, and the Airbus A330 costs around $5937.91 per hour. ||| Which is the biggest commercial plane? ||| The airliner that holds the current record of highest passenger capacity is the Airbus A380. The Airbus A380 is a four-engine aircraft and is the largest commercial plane in the world. |||| Reformulation: "
4,Why did the Airbus A380 stop being produced?,"Query: Why did the A380 stop being produced? |||| Context: How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other? ||| The price of the 747-8 includes four engines, compared with two on the 787 Dreamliner and the $330 million 777-300ER. Boeing claims the plane will be 10% lighter per seat and consume 11% less fuel than the A380, which carries a list price of $428 million. ||| How does the Airbus A380 fuel consumption compare to its competitors? |||  ||| What are the operational costs of the Airbus A380? ||| The Airbus A380, the largest passenger jet, costs between $26,000 and $29,000 per hour, using roughly $17,467 of fuel, approximately $40.19 to $44.82 per mile. The engines on these aircraft account for 5% of the operating expenses.ith limited data on the dual engine widebodies, it appears that the Boeing 767 costs around $9,138.19 per hour to operate, the 777 costs around $8,383.15 per hour, and the Airbus A330 costs around $5937.91 per hour. ||| Which is the biggest commercial plane? ||| The airliner that hol |||| Reformulation: "
5,What was Boeing's response to compete with the Airbus A380?,"Query: What was Boeing's response to compete with it? |||| Context: Why did the Airbus A380 stop being produced? |||  ||| How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other? ||| The price of the 747-8 includes four engines, compared with two on the 787 Dreamliner and the $330 million 777-300ER. Boeing claims the plane will be 10% lighter per seat and consume 11% less fuel than the A380, which carries a list price of $428 million. ||| How does the Airbus A380 fuel consumption compare to its competitors? |||  ||| What are the operational costs of the Airbus A380? ||| The Airbus A380, the largest passenger jet, costs between $26,000 and $29,000 per hour, using roughly $17,467 of fuel, approximately $40.19 to $44.82 per mile. The engines on these aircraft account for 5% of the operating expenses.ith limited data on the dual engine widebodies, it appears that the Boeing 767 costs around $9,138.19 per hour to operate, the 777 costs around $8,383.15 per hour, and the Airbus A330 costs around $5937.91 per hour. ||| Which is t |||| Reformulation: "
6,What is the newest version of the Boeing 777 and what is better about it?,"Query: What is the newest version and what is better about it? |||| Context: What was Boeing's response to compete with the Airbus A380? |||  ||| Why did the Airbus A380 stop being produced? |||  ||| How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other? ||| The price of the 747-8 includes four engines, compared with two on the 787 Dreamliner and the $330 million 777-300ER. Boeing claims the plane will be 10% lighter per seat and consume 11% less fuel than the A380, which carries a list price of $428 million. ||| How does the Airbus A380 fuel consumption compare to its competitors? |||  ||| What are the operational costs of the Airbus A380? ||| The Airbus A380, the largest passenger jet, costs between $26,000 and $29,000 per hour, using roughly $17,467 of fuel, approximately $40.19 to $44.82 per mile. The engines on these aircraft account for 5% of the operating expenses.ith limited data on the dual engine widebodies, it appears that the Boeing 767 costs around $9,138.19 per hour to operate, the 777 costs around $8,383.15 per hou |||| Reformulation: "
7,What are the differences between the Boeing 777X-8 and 777X-9?,"Query: What are the differences between the variants? |||| Context: What is the newest version of the Boeing 777 and what is better about it? |||  ||| What was Boeing's response to compete with the Airbus A380? |||  ||| Why did the Airbus A380 stop being produced? |||  ||| How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other? ||| The price of the 747-8 includes four engines, compared with two on the 787 Dreamliner and the $330 million 777-300ER. Boeing claims the plane will be 10% lighter per seat and consume 11% less fuel than the A380, which carries a list price of $428 million. ||| How does the Airbus A380 fuel consumption compare to its competitors? |||  ||| What are the operational costs of the Airbus A380? ||| The Airbus A380, the largest passenger jet, costs between $26,000 and $29,000 per hour, using roughly $17,467 of fuel, approximately $40.19 to $44.82 per mile. The engines on these aircraft account for 5% of the operating expenses.ith limited data on the dual engine widebodies, it appears that the Boeing 767 |||| Reformulation: "
0,What is the purpose of the General Data Protection Regulation (GDPR)?,Query: What is the purpose of GDPR? |||| Context:  |||| Reformulation: 
1,What is different between General Data Protection Regulation (GDPR) and European Union (EU) Data Protection Directive 95/46/EC?,Query: What is different compared to previous legislation? |||| Context: What is the purpose of the General Data Protection Regulation (GDPR)? |||  |||| Reformulation: 
2,What are the privacy implications of social networks and cloud computing?,Query: What are the privacy implications of those technologies? |||| Context: What is different between General Data Protection Regulation (GDPR) and European Union (EU) Data Protection Directive 95/46/EC? ||| what is gdpr? The General Data Protection Regulation (GDPR) was adopted by the EU in April 2016 and will replace the current EU Data Protection Directive 95/46 ||| What is the purpose of the General Data Protection Regulation (GDPR)? |||  |||| Reformulation: 
3,"Oh, Internet Protocol (IP) addresses are considered Personally Identifying Information (PII)? What is the full range of personal data defined in the General Data Protection Regulation (GDPR)?","Query: Oh, IP addresses are considered PII? What is the full range of personal data? |||| Context: What are the privacy implications of social networks and cloud computing? ||| Personal data, in the context of GDPR, covers a much wider range of information that can include social media posts, photographs, lifestyle preferences and transaction histories. And now, thanks to the German Pirate Party, even IP addresses. ||| What is different between General Data Protection Regulation (GDPR) and European Union (EU) Data Protection Directive 95/46/EC? ||| what is gdpr? The General Data Protection Regulation (GDPR) was adopted by the EU in April 2016 and will replace the current EU Data Protection Directive 95/46 ||| What is the purpose of the General Data Protection Regulation (GDPR)? |||  |||| Reformulation: "
4,How do big companies in the United States (US) adapt to the General Data Protection Regulation (GDPR)?,"Query: How do big companies adapt to GDPR? |||| Context: Oh, Internet Protocol (IP) addresses are considered Personally Identifying Information (PII)? What is the full range of personal data defined in the General Data Protection Regulation (GDPR)? ||| A common misconception is that PII only includes data that can be used to directly identify or contact an individual (e.g., name, e-mail address), or personal data that is especially sensitive (e.g., Social Security number, bank account number).The OMB and NIST definition of PII is broader ||| What are the privacy implications of social networks and cloud computing? ||| Personal data, in the context of GDPR, covers a much wider range of information that can include social media posts, photographs, lifestyle preferences and transaction histories. And now, thanks to the German Pirate Party, even IP addresses. ||| What is different between General Data Protection Regulation (GDPR) and European Union (EU) Data Protection Directive 95/46/EC? ||| what is gdpr? The General Data Protection Regulation  |||| Reformulation: "
5,OK. Tell me about the privacy issues in social networks.,"Query: OK. Tell me about the privacy issues in social networks. |||| Context: How do big companies in the United States (US) adapt to the General Data Protection Regulation (GDPR)? |||  ||| Oh, Internet Protocol (IP) addresses are considered Personally Identifying Information (PII)? What is the full range of personal data defined in the General Data Protection Regulation (GDPR)? ||| A common misconception is that PII only includes data that can be used to directly identify or contact an individual (e.g., name, e-mail address), or personal data that is especially sensitive (e.g., Social Security number, bank account number).The OMB and NIST definition of PII is broader ||| What are the privacy implications of social networks and cloud computing? ||| Personal data, in the context of GDPR, covers a much wider range of information that can include social media posts, photographs, lifestyle preferences and transaction histories. And now, thanks to the German Pirate Party, even IP addresses. ||| What is different between General Data Protection Regulation (GDPR) and E |||| Reformulation: "
6,What do users of social networks get in return for by giving up their privacy?,"Query: What do they get in return for their privacy? |||| Context: OK. Tell me about the privacy issues in social networks. |||  ||| How do big companies in the United States (US) adapt to the General Data Protection Regulation (GDPR)? |||  ||| Oh, Internet Protocol (IP) addresses are considered Personally Identifying Information (PII)? What is the full range of personal data defined in the General Data Protection Regulation (GDPR)? ||| A common misconception is that PII only includes data that can be used to directly identify or contact an individual (e.g., name, e-mail address), or personal data that is especially sensitive (e.g., Social Security number, bank account number).The OMB and NIST definition of PII is broader ||| What are the privacy implications of social networks and cloud computing? ||| Personal data, in the context of GDPR, covers a much wider range of information that can include social media posts, photographs, lifestyle preferences and transaction histories. And now, thanks to the German Pirate Party, even IP addresses. ||| What is |||| Reformulation: "
7,What are the symptoms of social network addiction?,"Query: What are the symptoms of that addiction? |||| Context: What do users of social networks get in return for by giving up their privacy? |||  ||| OK. Tell me about the privacy issues in social networks. |||  ||| How do big companies in the United States (US) adapt to the General Data Protection Regulation (GDPR)? |||  ||| Oh, Internet Protocol (IP) addresses are considered Personally Identifying Information (PII)? What is the full range of personal data defined in the General Data Protection Regulation (GDPR)? ||| A common misconception is that PII only includes data that can be used to directly identify or contact an individual (e.g., name, e-mail address), or personal data that is especially sensitive (e.g., Social Security number, bank account number).The OMB and NIST definition of PII is broader ||| What are the privacy implications of social networks and cloud computing? ||| Personal data, in the context of GDPR, covers a much wider range of information that can include social media posts, photographs, lifestyle preferences and transacti |||| Reformulation: "
0,Do shoulder braces help recover from an injury?,Query: Do shoulder braces help recover from an injury? |||| Context:  |||| Reformulation: 
1,Tell me more about some shoulder exercises that could help recovery from an injury.,Query: Tell me more about some exercises that could help. |||| Context: Do shoulder braces help recover from an injury? ||| Strength: Strengthening the muscles that support your shoulder will help keep your shoulder joint stable. |||| Reformulation: 
2,What are other exercises besides Pendulum circles for shoulder injuries?,"Query: What are some others? |||| Context: Tell me more about some shoulder exercises that could help recovery from an injury. ||| Updated April 18, 2016. Pendulum circles are common shoulder exercises used early in physical therapy rehab for shoulder injuries. ||| Do shoulder braces help recover from an injury? ||| Strength: Strengthening the muscles that support your shoulder will help keep your shoulder joint stable. |||| Reformulation: "
3,How do I know if my shoulder pain is serious?,"Query: How do I know if it's serious? |||| Context: What are other exercises besides Pendulum circles for shoulder injuries? ||| Range of Motion and Stretching Exercises for Shoulder Bursitis and Shoulder Impingement Syndrome. 1. ||| Tell me more about some shoulder exercises that could help recovery from an injury. ||| Updated April 18, 2016. Pendulum circles are common shoulder exercises used early in physical therapy rehab for shoulder injuries. ||| Do shoulder braces help recover from an injury? ||| Strength: Strengthening the muscles that support your shoulder will help keep your shoulder joint stable. |||| Reformulation: "
4,When should you consider shoulder surgery?,"Query: When should you consider surgery? |||| Context: How do I know if my shoulder pain is serious? ||| Most shoulder and neck pain causes are not a serious condition. The reason your shoulder is sore is that the neck and upper back are just not working correctly. ||| What are other exercises besides Pendulum circles for shoulder injuries? ||| Range of Motion and Stretching Exercises for Shoulder Bursitis and Shoulder Impingement Syndrome. 1. ||| Tell me more about some shoulder exercises that could help recovery from an injury. ||| Updated April 18, 2016. Pendulum circles are common shoulder exercises used early in physical therapy rehab for shoulder injuries. ||| Do shoulder braces help recover from an injury? ||| Strength: Strengthening the muscles that support your shoulder will help keep your shoulder joint stable. |||| Reformulation: "
5,That seems extreme. What are other ways to treat shoulder pain?,"Query: That seems extreme. What are other ways to treat the pain? |||| Context: When should you consider shoulder surgery? |||  ||| How do I know if my shoulder pain is serious? ||| Most shoulder and neck pain causes are not a serious condition. The reason your shoulder is sore is that the neck and upper back are just not working correctly. ||| What are other exercises besides Pendulum circles for shoulder injuries? ||| Range of Motion and Stretching Exercises for Shoulder Bursitis and Shoulder Impingement Syndrome. 1. ||| Tell me more about some shoulder exercises that could help recovery from an injury. ||| Updated April 18, 2016. Pendulum circles are common shoulder exercises used early in physical therapy rehab for shoulder injuries. ||| Do shoulder braces help recover from an injury? ||| Strength: Strengthening the muscles that support your shoulder will help keep your shoulder joint stable. |||| Reformulation: "
6,How do I stop my shoulder from hurting at my desk?,"Query: How do I stop it from hurting at my desk? |||| Context: That seems extreme. What are other ways to treat shoulder pain? ||| To relieve minor shoulder pain you might try: 1  Pain relievers. 2   ||| When should you consider shoulder surgery? |||  ||| How do I know if my shoulder pain is serious? ||| Most shoulder and neck pain causes are not a serious condition. The reason your shoulder is sore is that the neck and upper back are just not working correctly. ||| What are other exercises besides Pendulum circles for shoulder injuries? ||| Range of Motion and Stretching Exercises for Shoulder Bursitis and Shoulder Impingement Syndrome. 1. ||| Tell me more about some shoulder exercises that could help recovery from an injury. ||| Updated April 18, 2016. Pendulum circles are common shoulder exercises used early in physical therapy rehab for shoulder injuries. ||| Do shoulder braces help recover from an injury? ||| Strength: Strengthening the muscles that support your shoulder will help keep your shoulder joint stable. |||| Reformulation: "
7,What are the benefits of a standing desk for shoulder pain?,"Query: What are the benefits of a standing one? |||| Context: How do I stop my shoulder from hurting at my desk? ||| Thanks to the stand up desk and the dynamic nature of how I structure my day now, I rarely have physical complaints (except sore muscles from weight training, but thatâs a good kind of pain). The only time I sit down for long periods is when I head to cafes to write or when watching a movie or tv show. ||| That seems extreme. What are other ways to treat shoulder pain? ||| To relieve minor shoulder pain you might try: 1  Pain relievers. 2   ||| When should you consider shoulder surgery? |||  ||| How do I know if my shoulder pain is serious? ||| Most shoulder and neck pain causes are not a serious condition. The reason your shoulder is sore is that the neck and upper back are just not working correctly. ||| What are other exercises besides Pendulum circles for shoulder injuries? ||| Range of Motion and Stretching Exercises for Shoulder Bursitis and Shoulder Impingement Syndrome. 1. ||| Tell me more about some shoulder exercises th |||| Reformulation: "
0,Tell me about purchasing a Burger King franchise.,Query: Tell me about purchasing a Burger King franchise. |||| Context:  |||| Reformulation: 
1,"No, not information about Burger King's acquisition. I want to know how to open a Burger King franchise.","Query: No, not information about its acquisition. I want to know how to open a franchise. |||| Context: Tell me about purchasing a Burger King franchise. |||  |||| Reformulation: "
2,Is there any financial support for the initial franchise fee of a Burger King restaurant franchise?,"Query: Is there any financial support for the fee? |||| Context: No, not information about Burger King's acquisition. I want to know how to open a Burger King franchise. ||| The total financial cost of opening a franchise can range between $1.2 million and $2.2 million, depending on location, building size and any updates or upgrades that need to be completed. The initial franchise fee for a Burger King is $50,000, which must be paid prior to the opening date of the location. ||| Tell me about purchasing a Burger King franchise. |||  |||| Reformulation: "
3,How much does a Burger King franchise owner typically make?,"Query: How much does an owner typically make? |||| Context: Is there any financial support for the initial franchise fee of a Burger King restaurant franchise? ||| The total financial cost of opening a franchise can range between $1.2 million and $2.2 million, depending on location, building size and any updates or upgrades that need to be completed. The initial franchise fee for a Burger King is $50,000, which must be paid prior to the opening date of the location. ||| No, not information about Burger King's acquisition. I want to know how to open a Burger King franchise. ||| The total financial cost of opening a franchise can range between $1.2 million and $2.2 million, depending on location, building size and any updates or upgrades that need to be completed. The initial franchise fee for a Burger King is $50,000, which must be paid prior to the opening date of the location. ||| Tell me about purchasing a Burger King franchise. |||  |||| Reformulation: "
4,Is it better to be a Burger King franchisee or an independent restaurant owner?,"Query: Is it better to be a franchise or independent? |||| Context: How much does a Burger King franchise owner typically make? ||| In fact, Burger King charges its franchisees 4.5% of sales in addition to a $50,000 franchise fee, and Dunkin' Donuts has its franchisees cough up 5.9% of sales each year in addition to a franchise fee that can range anywhere from $40,000 to $80,000, depending upon the location.ere's how it works: Each and every year, franchisees must pay the franchise a fee equivalent to 12.5% of sales. ||| Is there any financial support for the initial franchise fee of a Burger King restaurant franchise? ||| The total financial cost of opening a franchise can range between $1.2 million and $2.2 million, depending on location, building size and any updates or upgrades that need to be completed. The initial franchise fee for a Burger King is $50,000, which must be paid prior to the opening date of the location. ||| No, not information about Burger King's acquisition. I want to know how to open a Burger King franchise. ||| The total financi |||| Reformulation: "
5,What support does the franchise provide?,"Query: What support does it provide? |||| Context: Is it better to be a Burger King franchisee or an independent restaurant owner? |||  ||| How much does a Burger King franchise owner typically make? ||| In fact, Burger King charges its franchisees 4.5% of sales in addition to a $50,000 franchise fee, and Dunkin' Donuts has its franchisees cough up 5.9% of sales each year in addition to a franchise fee that can range anywhere from $40,000 to $80,000, depending upon the location.ere's how it works: Each and every year, franchisees must pay the franchise a fee equivalent to 12.5% of sales. ||| Is there any financial support for the initial franchise fee of a Burger King restaurant franchise? ||| The total financial cost of opening a franchise can range between $1.2 million and $2.2 million, depending on location, building size and any updates or upgrades that need to be completed. The initial franchise fee for a Burger King is $50,000, which must be paid prior to the opening date of the location. ||| No, not information about Burger King |||| Reformulation: "
